"GAME_DATE_EST","Team","PTS","REB","AST","FG_PCT","FT_PCT","FG_3_PCT","WIN","rest_days","rest_category"
2016-10-28,"IND",94,49,22,0.378,0.65,0.292,0,2,"1"
2016-10-29,"IND",101,33,34,0.489,0.889,0.389,0,1,"0"
2016-11-01,"IND",115,43,19,0.471,0.793,0.357,1,3,"2+"
2016-11-03,"IND",107,32,29,0.469,0.778,0.435,0,2,"1"
2016-11-05,"IND",111,36,27,0.535,0.583,0.462,1,2,"1"
2016-11-07,"IND",100,52,23,0.426,0.733,0.273,0,2,"1"
2016-11-09,"IND",122,43,25,0.544,0.75,0.474,1,2,"1"
2016-11-11,"IND",105,40,23,0.443,0.957,0.263,0,2,"1"
2016-11-12,"IND",99,40,17,0.419,0.75,0.222,0,1,"0"
2016-11-14,"IND",88,49,22,0.389,1,0.32,1,2,"1"
2016-11-16,"IND",103,40,22,0.5,0.636,0.357,1,2,"1"
2016-11-18,"IND",96,35,18,0.474,0.793,0.143,0,2,"1"
2016-11-20,"IND",115,51,23,0.449,0.774,0.5,1,2,"1"
2016-11-21,"IND",83,49,13,0.32,0.917,0.261,0,1,"0"
2016-11-23,"IND",85,37,16,0.405,0.714,0.259,0,2,"1"
2016-11-25,"IND",118,47,25,0.552,0.688,0.423,1,2,"1"
2016-11-27,"IND",91,52,26,0.435,0.857,0.263,1,2,"1"
2016-11-30,"IND",109,32,19,0.5,0.886,0.429,0,3,"2+"
2016-12-04,"IND",111,36,21,0.494,0.8,0.357,1,4,"2+"
2016-12-05,"IND",106,40,20,0.412,0.943,0.2,0,1,"0"
2016-12-07,"IND",109,49,16,0.449,0.78,0.304,1,2,"1"
2016-12-09,"IND",103,38,21,0.464,0.962,0.56,0,2,"1"
2016-12-10,"IND",118,39,24,0.482,0.821,0.517,1,1,"0"
2016-12-12,"IND",110,42,24,0.489,0.7,0.472,1,2,"1"
2016-12-14,"IND",89,38,14,0.371,0.824,0.333,0,2,"1"
2016-12-15,"IND",95,46,23,0.414,0.833,0.143,0,1,"0"
2016-12-17,"IND",105,51,20,0.482,0.76,0.316,1,2,"1"
2016-12-19,"IND",107,41,18,0.471,0.857,0.333,1,2,"1"
2016-12-20,"IND",111,44,22,0.429,0.818,0.261,0,1,"0"
2016-12-22,"IND",102,50,20,0.427,0.862,0.304,0,2,"1"
2016-12-26,"IND",85,40,26,0.42,0.8,0.36,0,4,"2+"
2016-12-28,"IND",105,34,24,0.443,0.828,0.393,0,2,"1"
2016-12-30,"IND",111,42,26,0.481,0.867,0.368,1,2,"1"
2017-01-01,"IND",117,46,28,0.5,0.917,0.409,1,2,"1"
2017-01-03,"IND",121,34,26,0.581,0.867,0.563,1,2,"1"
2017-01-05,"IND",121,44,23,0.516,0.789,0.455,1,2,"1"
2017-01-07,"IND",123,53,25,0.5,0.929,0.458,1,2,"1"
2017-01-12,"IND",112,34,26,0.468,0.923,0.414,0,5,"2+"
2017-01-16,"IND",98,45,26,0.506,0.688,0.263,1,4,"2+"
2017-01-18,"IND",106,32,22,0.52,0.84,0.333,1,2,"1"
2017-01-20,"IND",95,37,24,0.425,0.72,0.391,0,2,"1"
2017-01-21,"IND",100,36,17,0.506,0.706,0.5,0,1,"0"
2017-01-23,"IND",103,37,18,0.442,0.8,0.269,0,2,"1"
2017-01-26,"IND",109,44,21,0.519,0.882,0.556,1,3,"2+"
2017-01-27,"IND",115,29,19,0.487,0.879,0.357,1,1,"0"
2017-01-29,"IND",120,42,28,0.54,0.808,0.238,1,2,"1"
2017-02-01,"IND",98,38,25,0.478,0.885,0.45,1,3,"2+"
2017-02-03,"IND",106,49,20,0.43,0.774,0.4,1,2,"1"
2017-02-04,"IND",105,41,22,0.484,0.667,0.292,1,1,"0"
2017-02-06,"IND",93,37,19,0.379,0.655,0.308,1,2,"1"
2017-02-08,"IND",117,38,24,0.5,0.846,0.52,0,2,"1"
2017-02-10,"IND",107,42,29,0.489,0.867,0.19,0,2,"1"
2017-02-11,"IND",100,36,19,0.479,0.833,0.455,0,1,"0"
2017-02-13,"IND",106,37,21,0.487,0.7,0.45,0,2,"1"
2017-02-15,"IND",104,43,30,0.465,0.857,0.5,0,2,"1"
2017-02-16,"IND",98,35,21,0.5,0.778,0.222,0,1,"0"
2017-02-24,"IND",102,50,23,0.513,1,0.423,1,8,"2+"
2017-02-25,"IND",95,43,21,0.4,0.885,0.333,0,1,"0"
2017-02-27,"IND",117,55,29,0.451,0.88,0.433,1,2,"1"
2017-03-01,"IND",99,41,22,0.457,0.72,0.304,0,2,"1"
2017-03-05,"IND",97,44,24,0.449,0.571,0.455,1,4,"2+"
2017-03-06,"IND",88,41,29,0.457,0.667,0.4,0,1,"0"
2017-03-08,"IND",115,46,27,0.5,0.842,0.478,1,2,"1"
2017-03-10,"IND",85,36,15,0.44,0.773,0.111,0,2,"1"
2017-03-12,"IND",102,46,12,0.427,0.844,0.333,1,2,"1"
2017-03-14,"IND",81,53,16,0.368,0.6,0.276,0,2,"1"
2017-03-15,"IND",98,42,26,0.534,0.889,0.429,1,1,"0"
2017-03-19,"IND",91,33,22,0.413,0.731,0.261,0,4,"2+"
2017-03-20,"IND",107,43,21,0.437,0.913,0.5,1,1,"0"
2017-03-22,"IND",100,45,20,0.437,0.684,0.393,0,2,"1"
2017-03-24,"IND",117,39,19,0.505,0.727,0.542,0,2,"1"
2017-03-26,"IND",107,51,16,0.427,0.828,0.412,1,2,"1"
2017-03-28,"IND",114,37,25,0.494,0.829,0.278,0,2,"1"
2017-03-29,"IND",97,43,19,0.435,0.867,0.4,0,1,"0"
2017-03-31,"IND",100,42,19,0.414,0.81,0.423,0,2,"1"
2017-04-02,"IND",130,46,32,0.457,0.9,0.39,0,2,"1"
2017-04-04,"IND",108,43,16,0.438,1,0.48,1,2,"1"
2017-04-06,"IND",104,44,20,0.475,0.769,0.32,1,2,"1"
2017-04-08,"IND",127,45,35,0.593,0.737,0.5,1,2,"1"
2017-04-10,"IND",120,44,30,0.576,0.81,0.313,1,2,"1"
2017-04-12,"IND",104,41,21,0.476,0.842,0.417,1,2,"1"
2016-10-30,"WAS",103,40,19,0.442,0.88,0.2,0,3,"2+"
2016-11-02,"WAS",103,36,21,0.583,0.667,0.3,0,3,"2+"
2016-11-04,"WAS",95,46,13,0.388,0.8,0.25,1,2,"1"
2016-11-05,"WAS",86,49,11,0.395,0.706,0.353,0,1,"0"
2016-11-07,"WAS",106,45,20,0.415,0.9,0.37,0,2,"1"
2016-11-09,"WAS",118,54,29,0.5,0.8,0.476,1,2,"1"
2016-11-11,"WAS",94,46,16,0.437,0.789,0.2,0,2,"1"
2016-11-12,"WAS",95,49,19,0.418,0.833,0.308,0,1,"0"
2016-11-16,"WAS",102,40,18,0.418,0.72,0.348,0,4,"2+"
2016-11-17,"WAS",119,37,26,0.543,0.889,0.6,1,1,"0"
2016-11-19,"WAS",111,40,22,0.472,0.727,0.407,0,2,"1"
2016-11-21,"WAS",106,45,25,0.407,0.647,0.357,1,2,"1"
2016-11-25,"WAS",94,37,26,0.455,0.8,0.207,1,4,"2+"
2016-11-26,"WAS",100,40,21,0.477,0.714,0.273,0,1,"0"
2016-11-28,"WAS",101,49,22,0.412,0.808,0.4,1,2,"1"
2016-11-30,"WAS",115,48,25,0.449,0.654,0.357,0,2,"1"
2016-12-02,"WAS",105,43,25,0.506,0.889,0.636,0,2,"1"
2016-12-05,"WAS",118,35,26,0.489,0.778,0.412,1,3,"2+"
2016-12-06,"WAS",116,42,20,0.473,0.708,0.478,0,1,"0"
2016-12-08,"WAS",92,35,21,0.449,0.941,0.316,1,2,"1"
2016-12-10,"WAS",110,40,29,0.455,0.786,0.381,1,2,"1"
2016-12-12,"WAS",101,37,17,0.464,0.818,0.217,0,2,"1"
2016-12-14,"WAS",109,41,27,0.517,0.824,0.278,1,2,"1"
2016-12-16,"WAS",122,36,30,0.571,0.815,0.48,1,2,"1"
2016-12-18,"WAS",117,33,24,0.531,0.7,0.526,1,2,"1"
2016-12-19,"WAS",105,49,19,0.432,0.808,0.242,0,1,"0"
2016-12-21,"WAS",107,44,23,0.524,0.72,0.167,1,2,"1"
2016-12-23,"WAS",96,30,24,0.468,0.833,0.292,0,2,"1"
2016-12-26,"WAS",107,40,29,0.506,0.75,0.414,1,3,"2+"
2016-12-28,"WAS",111,54,21,0.487,0.73,0.364,1,2,"1"
2016-12-30,"WAS",118,44,28,0.566,0.929,0.5,1,2,"1"
2017-01-02,"WAS",91,45,23,0.437,0.75,0.231,0,3,"2+"
2017-01-03,"WAS",105,38,27,0.446,0.857,0.367,0,1,"0"
2017-01-06,"WAS",112,33,31,0.582,0.889,0.545,1,3,"2+"
2017-01-08,"WAS",107,49,23,0.488,0.833,0.313,1,2,"1"
2017-01-10,"WAS",101,42,24,0.506,0.667,0.5,1,2,"1"
2017-01-11,"WAS",108,44,28,0.429,0.667,0.385,0,1,"0"
2017-01-14,"WAS",109,50,18,0.484,0.722,0.471,1,3,"2+"
2017-01-16,"WAS",120,51,26,0.488,0.92,0.565,1,2,"1"
2017-01-18,"WAS",104,45,27,0.45,0.923,0.276,1,2,"1"
2017-01-19,"WAS",113,40,29,0.5,0.857,0.406,1,1,"0"
2017-01-21,"WAS",112,47,23,0.429,0.788,0.308,0,2,"1"
2017-01-23,"WAS",109,47,22,0.538,0.765,0.4,1,2,"1"
2017-01-24,"WAS",123,43,21,0.571,0.857,0.45,1,1,"0"
2017-01-27,"WAS",112,52,26,0.483,0.684,0.419,1,3,"2+"
2017-01-29,"WAS",107,45,28,0.506,0.7,0.476,1,2,"1"
2017-01-31,"WAS",117,46,27,0.557,0.8,0.318,1,2,"1"
2017-02-02,"WAS",116,45,27,0.458,0.762,0.364,1,2,"1"
2017-02-04,"WAS",105,46,20,0.458,0.864,0.323,1,2,"1"
2017-02-06,"WAS",135,43,29,0.505,0.885,0.414,0,2,"1"
2017-02-08,"WAS",114,54,21,0.412,0.758,0.36,1,2,"1"
2017-02-10,"WAS",112,46,29,0.466,0.667,0.345,1,2,"1"
2017-02-13,"WAS",120,40,27,0.575,0.821,0.65,1,3,"2+"
2017-02-16,"WAS",111,39,23,0.518,0.667,0.517,1,3,"2+"
2017-02-24,"WAS",112,43,19,0.422,0.775,0.208,0,8,"2+"
2017-02-26,"WAS",92,28,21,0.425,0.769,0.364,0,2,"1"
2017-02-28,"WAS",112,46,29,0.451,0.9,0.429,1,2,"1"
2017-03-01,"WAS",105,44,32,0.476,0.842,0.36,1,1,"0"
2017-03-03,"WAS",106,45,23,0.37,0.875,0.333,0,2,"1"
2017-03-05,"WAS",115,38,26,0.481,0.92,0.538,1,2,"1"
2017-03-07,"WAS",131,44,19,0.456,0.792,0.389,1,2,"1"
2017-03-08,"WAS",123,43,31,0.568,0.632,0.423,1,1,"0"
2017-03-10,"WAS",130,52,29,0.5,0.895,0.346,1,2,"1"
2017-03-11,"WAS",125,46,27,0.522,0.679,0.48,1,1,"0"
2017-03-13,"WAS",104,38,15,0.429,0.806,0.269,0,2,"1"
2017-03-15,"WAS",107,42,30,0.488,0.714,0.4,0,2,"1"
2017-03-17,"WAS",112,40,34,0.455,0.833,0.385,1,2,"1"
2017-03-18,"WAS",93,44,21,0.367,0.774,0.333,0,1,"0"
2017-03-20,"WAS",102,39,24,0.43,0.769,0.229,0,2,"1"
2017-03-22,"WAS",104,54,23,0.4,0.739,0.324,1,2,"1"
2017-03-24,"WAS",129,46,29,0.505,0.955,0.385,1,2,"1"
2017-03-25,"WAS",127,40,24,0.598,0.808,0.444,1,1,"0"
2017-03-28,"WAS",119,41,24,0.511,0.68,0.261,1,3,"2+"
2017-03-29,"WAS",124,43,22,0.495,0.655,0.382,0,1,"0"
2017-03-31,"WAS",88,45,12,0.402,0.813,0.294,0,2,"1"
2017-04-02,"WAS",115,38,28,0.467,0.76,0.37,0,2,"1"
2017-04-04,"WAS",118,36,31,0.506,0.833,0.5,1,2,"1"
2017-04-06,"WAS",106,39,17,0.486,0.714,0.412,1,2,"1"
2017-04-08,"WAS",103,44,21,0.481,0.773,0.364,0,2,"1"
2017-04-10,"WAS",105,48,27,0.506,0.875,0.368,1,2,"1"
2017-04-12,"WAS",102,34,18,0.483,0.786,0.269,0,2,"1"
2016-10-29,"MIN",103,36,19,0.529,0.71,0.318,0,3,"2+"
2016-11-01,"MIN",116,50,29,0.551,0.783,0.6,1,3,"2+"
2016-11-03,"MIN",99,43,20,0.398,0.8,0.409,0,2,"1"
2016-11-05,"MIN",92,41,12,0.393,0.759,0.211,0,2,"1"
2016-11-08,"MIN",110,41,20,0.424,0.714,0.429,0,3,"2+"
2016-11-09,"MIN",123,45,27,0.517,0.769,0.565,1,1,"0"
2016-11-12,"MIN",105,39,26,0.449,0.81,0.364,0,3,"2+"
2016-11-13,"MIN",125,44,28,0.525,0.667,0.481,1,1,"0"
2016-11-15,"MIN",108,43,25,0.427,0.81,0.429,0,2,"1"
2016-11-17,"MIN",110,48,18,0.512,0.9,0.24,1,2,"1"
2016-11-19,"MIN",71,34,16,0.391,0.636,0.318,0,2,"1"
2016-11-21,"MIN",93,51,23,0.419,0.68,0.167,0,2,"1"
2016-11-23,"MIN",96,41,23,0.384,0.818,0.176,0,2,"1"
2016-11-25,"MIN",98,39,16,0.4,0.92,0.318,1,2,"1"
2016-11-26,"MIN",102,32,22,0.461,0.833,0.286,0,1,"0"
2016-11-28,"MIN",103,39,26,0.444,0.96,0.368,0,2,"1"
2016-11-30,"MIN",104,40,17,0.442,0.821,0.211,0,2,"1"
2016-12-02,"MIN",114,43,25,0.466,0.917,0.357,0,2,"1"
2016-12-03,"MIN",125,51,32,0.453,0.864,0.37,1,1,"0"
2016-12-06,"MIN",91,41,19,0.439,0.667,0.35,0,3,"2+"
2016-12-08,"MIN",110,43,19,0.511,0.733,0.321,0,2,"1"
2016-12-09,"MIN",90,37,19,0.474,0.65,0.188,0,1,"0"
2016-12-11,"MIN",108,51,17,0.444,0.75,0.375,0,2,"1"
2016-12-13,"MIN",99,48,24,0.442,0.773,0.286,1,2,"1"
2016-12-17,"MIN",109,55,29,0.446,0.741,0.333,0,4,"2+"
2016-12-19,"MIN",115,41,26,0.488,0.96,0.368,1,2,"1"
2016-12-21,"MIN",92,52,21,0.422,0.929,0.31,1,2,"1"
2016-12-23,"MIN",105,42,18,0.456,0.808,0.375,0,2,"1"
2016-12-25,"MIN",100,36,19,0.47,0.783,0.333,0,2,"1"
2016-12-26,"MIN",104,40,26,0.451,0.833,0.484,1,1,"0"
2016-12-28,"MIN",103,43,29,0.447,0.706,0.28,0,2,"1"
2016-12-30,"MIN",116,34,30,0.558,0.81,0.52,1,2,"1"
2017-01-01,"MIN",89,47,21,0.402,0.667,0.304,0,2,"1"
2017-01-03,"MIN",91,47,20,0.402,0.9,0.292,0,2,"1"
2017-01-06,"MIN",105,38,22,0.477,0.824,0.389,0,3,"2+"
2017-01-07,"MIN",92,48,23,0.438,0.714,0.35,0,1,"0"
2017-01-09,"MIN",101,42,30,0.563,0.714,0.375,1,2,"1"
2017-01-11,"MIN",119,49,31,0.543,0.92,0.348,1,2,"1"
2017-01-13,"MIN",96,42,21,0.453,0.929,0.278,1,2,"1"
2017-01-15,"MIN",87,44,20,0.438,0.667,0.238,0,2,"1"
2017-01-17,"MIN",114,39,26,0.493,0.878,0.462,0,2,"1"
2017-01-19,"MIN",104,43,25,0.476,0.76,0.313,1,2,"1"
2017-01-22,"MIN",111,36,29,0.529,0.714,0.4,1,3,"2+"
2017-01-24,"MIN",112,42,24,0.524,0.75,0.353,1,2,"1"
2017-01-26,"MIN",103,34,27,0.444,0.778,0.37,0,2,"1"
2017-01-28,"MIN",129,49,27,0.505,0.813,0.45,1,2,"1"
2017-01-30,"MIN",111,50,29,0.44,0.731,0.414,1,2,"1"
2017-02-01,"MIN",97,38,26,0.436,0.8,0.333,0,2,"1"
2017-02-03,"MIN",108,40,25,0.494,0.789,0.294,0,2,"1"
2017-02-04,"MIN",99,45,22,0.417,0.792,0.385,0,1,"0"
2017-02-06,"MIN",113,34,25,0.538,0.786,0.455,0,2,"1"
2017-02-08,"MIN",112,36,22,0.488,0.9,0.368,1,2,"1"
2017-02-10,"MIN",106,34,22,0.463,0.75,0.222,0,2,"1"
2017-02-12,"MIN",117,46,27,0.543,0.885,0.25,1,2,"1"
2017-02-14,"MIN",108,41,27,0.488,0.789,0.391,0,2,"1"
2017-02-15,"MIN",112,45,20,0.477,0.857,0.333,1,1,"0"
2017-02-24,"MIN",97,44,24,0.526,0.714,0.385,1,9,"2+"
2017-02-25,"MIN",130,58,28,0.521,0.821,0.346,0,1,"0"
2017-02-27,"MIN",102,52,25,0.421,0.7,0.348,1,2,"1"
2017-03-01,"MIN",107,48,23,0.5,0.808,0.5,1,2,"1"
2017-03-04,"MIN",90,55,24,0.393,0.727,0.25,0,3,"2+"
2017-03-08,"MIN",107,50,26,0.488,0.9,0.25,1,4,"2+"
2017-03-10,"MIN",103,46,21,0.443,0.778,0.286,1,2,"1"
2017-03-11,"MIN",95,38,21,0.457,0.762,0.385,0,1,"0"
2017-03-13,"MIN",119,46,27,0.523,0.864,0.476,1,2,"1"
2017-03-15,"MIN",104,42,26,0.44,0.8,0.296,0,2,"1"
2017-03-17,"MIN",105,28,14,0.5,0.955,0.167,0,2,"1"
2017-03-19,"MIN",109,35,30,0.512,0.706,0.36,0,2,"1"
2017-03-21,"MIN",93,39,20,0.444,0.88,0.467,0,2,"1"
2017-03-24,"MIN",119,37,32,0.484,0.909,0.333,0,3,"2+"
2017-03-25,"MIN",100,27,15,0.487,0.75,0.2,0,1,"0"
2017-03-28,"MIN",115,35,22,0.474,0.865,0.45,1,3,"2+"
2017-03-30,"MIN",119,40,30,0.483,0.767,0.476,1,2,"1"
2017-04-01,"MIN",117,41,27,0.448,0.789,0.333,0,2,"1"
2017-04-03,"MIN",110,44,26,0.488,0.857,0.444,1,2,"1"
2017-04-04,"MIN",107,50,22,0.427,0.808,0.211,0,1,"0"
2017-04-06,"MIN",98,47,16,0.437,0.9,0.222,0,2,"1"
2017-04-07,"MIN",113,34,22,0.494,1,0.438,0,1,"0"
2017-04-09,"MIN",109,41,27,0.5,0.839,0.2,0,2,"1"
2017-04-11,"MIN",98,35,24,0.442,0.68,0.25,0,2,"1"
2017-04-12,"MIN",118,49,37,0.527,0.733,0.478,0,1,"0"
2016-10-28,"MIA",91,52,19,0.372,0.65,0.412,0,2,"1"
2016-10-30,"MIA",99,36,19,0.463,0.692,0.35,0,2,"1"
2016-11-01,"MIA",108,45,24,0.43,0.724,0.448,1,2,"1"
2016-11-04,"MIA",87,43,19,0.386,0.667,0.321,0,3,"2+"
2016-11-07,"MIA",85,41,12,0.369,0.864,0.235,0,3,"2+"
2016-11-10,"MIA",95,46,22,0.409,0.667,0.448,0,3,"2+"
2016-11-12,"MIA",91,39,21,0.469,0.526,0.294,0,2,"1"
2016-11-14,"MIA",90,41,22,0.44,0.571,0.267,0,2,"1"
2016-11-15,"MIA",90,48,13,0.404,0.786,0.304,0,1,"0"
2016-11-17,"MIA",96,59,19,0.402,0.524,0.233,1,2,"1"
2016-11-19,"MIA",114,47,21,0.506,0.577,0.481,1,2,"1"
2016-11-21,"MIA",94,50,17,0.386,0.679,0.226,0,2,"1"
2016-11-23,"MIA",84,37,19,0.36,0.767,0.269,0,2,"1"
2016-11-25,"MIA",90,44,17,0.388,0.667,0.387,1,2,"1"
2016-11-26,"MIA",107,39,18,0.494,0.667,0.355,0,1,"0"
2016-11-28,"MIA",104,41,24,0.475,0.688,0.2,0,2,"1"
2016-11-30,"MIA",106,48,26,0.441,0.577,0.375,1,2,"1"
2016-12-01,"MIA",111,40,16,0.512,0.789,0.421,1,1,"0"
2016-12-03,"MIA",92,46,23,0.442,0.667,0.273,0,2,"1"
2016-12-06,"MIA",103,46,21,0.427,0.593,0.44,0,3,"2+"
2016-12-07,"MIA",95,33,20,0.425,0.8,0.407,0,1,"0"
2016-12-09,"MIA",84,46,18,0.344,0.762,0.222,0,2,"1"
2016-12-10,"MIA",100,43,25,0.462,0.611,0.25,0,1,"0"
2016-12-12,"MIA",112,47,25,0.511,0.684,0.346,1,2,"1"
2016-12-14,"MIA",95,58,23,0.451,0.56,0.28,1,2,"1"
2016-12-16,"MIA",98,47,20,0.409,0.64,0.222,0,2,"1"
2016-12-18,"MIA",95,41,23,0.522,0.56,0.375,0,2,"1"
2016-12-20,"MIA",130,48,22,0.463,0.692,0.4,0,2,"1"
2016-12-22,"MIA",115,47,25,0.536,0.667,0.5,1,2,"1"
2016-12-23,"MIA",87,59,19,0.414,0.538,0.4,0,1,"0"
2016-12-27,"MIA",94,32,14,0.439,0.714,0.318,0,4,"2+"
2016-12-29,"MIA",82,46,26,0.402,0.462,0.357,0,2,"1"
2016-12-30,"MIA",114,39,35,0.533,0.7,0.393,0,1,"0"
2017-01-01,"MIA",98,34,25,0.455,0.778,0.538,0,2,"1"
2017-01-03,"MIA",90,43,18,0.396,0.75,0.261,0,2,"1"
2017-01-04,"MIA",107,39,24,0.486,0.862,0.429,1,1,"0"
2017-01-06,"MIA",100,41,17,0.413,0.593,0.25,0,2,"1"
2017-01-08,"MIA",86,50,14,0.369,0.81,0.259,0,2,"1"
2017-01-10,"MIA",95,46,25,0.422,0.765,0.2,0,2,"1"
2017-01-13,"MIA",108,27,33,0.494,0.778,0.375,0,3,"2+"
2017-01-17,"MIA",109,52,21,0.467,0.667,0.31,1,4,"2+"
2017-01-19,"MIA",99,40,16,0.479,0.69,0.45,1,2,"1"
2017-01-21,"MIA",109,39,18,0.532,0.636,0.433,1,2,"1"
2017-01-23,"MIA",105,45,20,0.442,0.593,0.433,1,2,"1"
2017-01-25,"MIA",109,40,23,0.482,0.72,0.478,1,2,"1"
2017-01-27,"MIA",100,40,25,0.461,0.818,0.375,1,2,"1"
2017-01-28,"MIA",116,38,18,0.525,0.783,0.5,1,1,"0"
2017-01-30,"MIA",104,34,22,0.476,0.652,0.423,1,2,"1"
2017-02-01,"MIA",116,47,23,0.484,0.737,0.375,1,2,"1"
2017-02-04,"MIA",125,49,28,0.585,0.739,0.545,1,3,"2+"
2017-02-06,"MIA",115,38,27,0.523,0.714,0.536,1,2,"1"
2017-02-08,"MIA",106,48,23,0.477,0.722,0.333,1,2,"1"
2017-02-10,"MIA",108,46,16,0.446,0.905,0.304,1,2,"1"
2017-02-11,"MIA",109,49,15,0.459,0.857,0.292,0,1,"0"
2017-02-13,"MIA",107,37,14,0.47,0.852,0.273,0,2,"1"
2017-02-15,"MIA",117,46,27,0.524,0.667,0.371,1,2,"1"
2017-02-24,"MIA",108,54,30,0.404,0.846,0.459,1,9,"2+"
2017-02-25,"MIA",113,43,23,0.487,0.774,0.419,1,1,"0"
2017-02-27,"MIA",89,45,21,0.446,0.462,0.346,0,2,"1"
2017-03-01,"MIA",125,42,24,0.544,0.667,0.433,1,2,"1"
2017-03-03,"MIA",99,46,20,0.385,0.84,0.286,0,2,"1"
2017-03-04,"MIA",120,48,20,0.523,0.833,0.529,1,1,"0"
2017-03-06,"MIA",106,38,23,0.429,0.857,0.457,1,2,"1"
2017-03-08,"MIA",108,46,22,0.435,0.708,0.415,1,2,"1"
2017-03-11,"MIA",104,35,21,0.486,0.697,0.393,1,3,"2+"
2017-03-12,"MIA",98,54,18,0.415,0.688,0.281,0,1,"0"
2017-03-15,"MIA",120,45,23,0.506,0.842,0.457,1,3,"2+"
2017-03-17,"MIA",123,40,29,0.588,0.789,0.308,1,2,"1"
2017-03-19,"MIA",104,39,18,0.466,0.65,0.3,0,2,"1"
2017-03-21,"MIA",112,49,17,0.438,0.739,0.407,1,2,"1"
2017-03-23,"MIA",84,36,20,0.39,0.609,0.261,0,2,"1"
2017-03-26,"MIA",108,40,19,0.451,0.792,0.241,0,3,"2+"
2017-03-28,"MIA",97,44,18,0.456,0.714,0.238,1,2,"1"
2017-03-29,"MIA",105,40,18,0.476,0.765,0.48,1,1,"0"
2017-03-31,"MIA",94,41,17,0.41,0.72,0.242,0,2,"1"
2017-04-02,"MIA",113,41,26,0.483,0.762,0.481,0,2,"1"
2017-04-05,"MIA",112,40,23,0.476,0.917,0.525,1,3,"2+"
2017-04-07,"MIA",94,44,16,0.398,0.69,0.348,0,2,"1"
2017-04-08,"MIA",106,36,23,0.463,0.694,0.389,1,1,"0"
2017-04-10,"MIA",124,46,28,0.463,0.706,0.364,1,2,"1"
2017-04-12,"MIA",110,51,19,0.523,0.833,0.333,1,2,"1"
2016-10-28,"DAL",98,34,13,0.438,0.833,0.276,0,2,"1"
2016-10-30,"DAL",92,43,17,0.372,0.85,0.355,0,2,"1"
2016-11-02,"DAL",81,36,18,0.429,0.8,0.269,0,3,"2+"
2016-11-04,"DAL",95,44,18,0.41,0.85,0.357,0,2,"1"
2016-11-06,"DAL",86,46,14,0.375,0.917,0.237,1,2,"1"
2016-11-08,"DAL",109,37,24,0.524,0.867,0.435,1,2,"1"
2016-11-09,"DAL",95,42,20,0.395,0.75,0.214,0,1,"0"
2016-11-14,"DAL",77,40,15,0.381,0.727,0.185,0,5,"2+"
2016-11-16,"DAL",83,32,16,0.41,0.7,0.348,0,2,"1"
2016-11-18,"DAL",64,45,9,0.288,0.773,0.2,0,2,"1"
2016-11-19,"DAL",87,34,13,0.338,0.815,0.464,0,1,"0"
2016-11-21,"DAL",91,40,16,0.473,0.65,0.296,0,2,"1"
2016-11-23,"DAL",104,44,23,0.452,0.944,0.458,0,2,"1"
2016-11-25,"DAL",90,39,29,0.407,0.667,0.229,0,2,"1"
2016-11-27,"DAL",91,46,19,0.416,0.85,0.37,1,2,"1"
2016-11-30,"DAL",87,37,16,0.429,0.786,0.333,0,3,"2+"
2016-12-01,"DAL",87,41,18,0.372,0.778,0.29,0,1,"0"
2016-12-03,"DAL",107,42,31,0.46,0.778,0.419,1,2,"1"
2016-12-05,"DAL",101,35,23,0.416,0.778,0.361,0,2,"1"
2016-12-07,"DAL",89,40,17,0.41,0.75,0.333,0,2,"1"
2016-12-09,"DAL",111,33,23,0.488,0.75,0.469,1,2,"1"
2016-12-10,"DAL",87,32,18,0.405,0.857,0.324,0,1,"0"
2016-12-12,"DAL",112,34,22,0.584,0.833,0.462,1,2,"1"
2016-12-14,"DAL",85,30,19,0.41,0.813,0.32,0,2,"1"
2016-12-16,"DAL",100,27,18,0.455,0.857,0.429,0,2,"1"
2016-12-18,"DAL",99,44,20,0.442,0.818,0.394,1,2,"1"
2016-12-19,"DAL",107,29,21,0.538,0.778,0.56,0,1,"0"
2016-12-21,"DAL",96,38,14,0.422,0.826,0.226,1,2,"1"
2016-12-23,"DAL",90,42,21,0.425,0.6,0.241,1,2,"1"
2016-12-26,"DAL",104,32,27,0.493,0.773,0.406,0,3,"2+"
2016-12-27,"DAL",107,38,22,0.414,0.8,0.395,0,1,"0"
2016-12-29,"DAL",101,42,24,0.494,0.786,0.452,1,2,"1"
2016-12-30,"DAL",99,40,22,0.419,0.867,0.25,0,1,"0"
2017-01-03,"DAL",113,42,20,0.474,0.917,0.531,1,4,"2+"
2017-01-05,"DAL",95,31,18,0.456,0.824,0.31,0,2,"1"
2017-01-07,"DAL",82,41,18,0.39,0.9,0.25,0,2,"1"
2017-01-09,"DAL",92,25,24,0.462,0.778,0.464,0,2,"1"
2017-01-12,"DAL",113,32,29,0.483,0.706,0.441,1,3,"2+"
2017-01-15,"DAL",98,41,21,0.468,0.737,0.414,1,3,"2+"
2017-01-17,"DAL",99,36,27,0.474,0.778,0.393,1,2,"1"
2017-01-19,"DAL",95,33,17,0.451,0.636,0.389,0,2,"1"
2017-01-20,"DAL",107,43,21,0.448,0.75,0.348,0,1,"0"
2017-01-22,"DAL",122,49,27,0.494,1,0.436,1,2,"1"
